time,levle,msg
2015-10-20 01:52:47,[Warning],"WSREP: Failed to report last committed 138531, -4 (Interrupted system call)"
2015-10-20 03:00:05,[Warning],"WSREP: Failed to report last committed 151412, -4 (Interrupted system call)"
2015-10-20 03:12:00,[Warning],"WSREP: Failed to report last committed 153437, -4 (Interrupted system call)"
2015-10-20 03:12:44,[Warning],"WSREP: Failed to report last committed 153540, -4 (Interrupted system call)"
2015-10-20 03:13:34,[Warning],"WSREP: Failed to report last committed 153642, -4 (Interrupted system call)"
2015-10-20 03:14:13,[Warning],"WSREP: Failed to report last committed 153746, -4 (Interrupted system call)"
2015-10-20 03:14:48,[Warning],"WSREP: Failed to report last committed 153858, -4 (Interrupted system call)"
2015-10-20 03:16:49,[Warning],"WSREP: Failed to report last committed 154241, -4 (Interrupted system call)"
2015-10-20 03:41:45,[Warning],"WSREP: Failed to report last committed 158242, -4 (Interrupted system call)"
2015-10-20 03:42:26,[Warning],"WSREP: Failed to report last committed 158355, -4 (Interrupted system call)"
2015-10-20 03:43:13,[Warning],"WSREP: Failed to report last committed 158465, -4 (Interrupted system call)"
2015-10-20 03:43:53,[Warning],"WSREP: Failed to report last committed 158570, -4 (Interrupted system call)"
2015-10-20 03:45:17,[Warning],"WSREP: Failed to report last committed 158786, -4 (Interrupted system call)"
2015-10-20 03:46:48,[Warning],"WSREP: Failed to report last committed 159021, -4 (Interrupted system call)"
2015-10-20 03:47:30,[Warning],"WSREP: Failed to report last committed 159147, -4 (Interrupted system call)"
2015-10-20 03:48:12,[Warning],"WSREP: Failed to report last committed 159275, -4 (Interrupted system call)"
2015-10-20 03:49:08,[Warning],"WSREP: Failed to report last committed 159406, -4 (Interrupted system call)"
2015-10-20 03:49:49,[Warning],"WSREP: Failed to report last committed 159532, -4 (Interrupted system call)"
2015-10-20 03:50:37,[Warning],"WSREP: Failed to report last committed 159659, -4 (Interrupted system call)"
2015-10-20 03:52:31,[Warning],"WSREP: Failed to report last committed 160043, -4 (Interrupted system call)"
2015-10-20 03:53:08,[Warning],"WSREP: Failed to report last committed 160152, -4 (Interrupted system call)"
